deck	version	opponent	result	went_first	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	custom_tags	notes_flag	match_date
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	win	second	bad	good	good		clean sequencing|strong recovery	beta:grass tax	yes	2026-05-26
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	win	first	bad	okay	great		clean sequencing|favorable matchup	beta:grass tax	yes	2026-05-27
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	loss	unknown	great	okay	good	tempo loss|supporter drought		beta:grass tax	yes	2026-05-28
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	loss	first	bad	okay	great	tempo loss		beta:grass tax	yes	2026-05-29
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	loss	second	bad	good	okay	tempo loss|poor prize trade		beta:grass tax	yes	2026-05-30
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	tie	first	good	great	okay		good prize plan	beta:grass tax	yes	2026-05-31
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	tie	second	great	good	good		good prize plan	beta:grass tax	yes	2026-06-01
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	win	second	bad	okay	okay		strong setup|key tech mattered	beta:bird tax	yes	2026-06-02
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	win	unknown	okay	great	bad		strong setup|key tech mattered	beta:bird tax	yes	2026-06-03
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	win	unknown	good	great	bad		strong setup|strong recovery	beta:bird tax	yes	2026-06-04
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	loss	second	okay	good	good	matchup knowledge|supporter drought		beta:bird tax	yes	2026-06-05
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	loss	unknown	bad	great	good	matchup knowledge|tempo loss		beta:bird tax	yes	2026-06-06
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	loss	unknown	good	okay	good	matchup knowledge|poor prize trade		beta:bird tax	yes	2026-01-18
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	loss	second	okay	great	good	matchup knowledge|poor prize trade		beta:bird tax	yes	2026-01-19
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	loss	unknown	okay	great	good	matchup knowledge|supporter drought		beta:bird tax	yes	2026-01-20
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	tie	unknown	good	good	good	tempo loss	good prize plan	beta:bird tax	yes	2026-01-21
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Rocket's Honchkrow	tie	second	great	good	good			beta:bird tax	yes	2026-01-22
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Lillie's Clefairy	win	unknown	great	good	good		key tech mattered|strong recovery	beta:rogue line	yes	2026-01-23
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Lillie's Clefairy	loss	second	bad	bad	bad	matchup knowledge|missed setup		beta:rogue line	yes	2026-01-24
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Lillie's Clefairy	tie	unknown	bad	great	bad		good prize plan	beta:rogue line	yes	2026-01-25
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Lillie's Clefairy	loss	second	great	okay	good	matchup knowledge|missed setup		beta:rogue line	yes	2026-01-26
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Lillie's Clefairy	win	unknown	okay	bad	good		key tech mattered|favorable matchup	beta:rogue line	yes	2026-01-27
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Festival Lead	loss	unknown	great	bad	okay	tempo loss		beta:rogue swing	yes	2026-01-28
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Festival Lead	tie	unknown	good	good	bad	supporter drought	good prize plan	beta:rogue swing	yes	2026-01-29
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Festival Lead	win	unknown	good	great	good		strong setup|key tech mattered	beta:rogue swing	yes	2026-01-30
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Festival Lead	loss	unknown	great	great	okay	tempo loss|supporter drought		beta:rogue swing	yes	2026-01-31
Playtest 1000 - Rogue Box	v2 Trimmed Soup	Festival Lead	tie	unknown	good	good	good	tempo loss	strong recovery	beta:rogue swing	yes	2026-02-01
Playtest 1000 - Rogue Box	v1 Meta Soup	Rocket's Honchkrow	loss	unknown	great	good	good	matchup knowledge|poor prize trade		beta:rogue bird	yes	2026-02-02
Playtest 1000 - Rogue Box	v1 Meta Soup	Rocket's Honchkrow	loss	second	okay	okay	good	matchup knowledge|supporter drought		beta:rogue bird	yes	2026-02-03
Playtest 1000 - Rogue Box	v1 Meta Soup	Rocket's Honchkrow	tie	unknown	okay	great	good	tempo loss		beta:rogue bird	yes	2026-02-04
Playtest 1000 - Rogue Box	v1 Meta Soup	Rocket's Honchkrow	win	second	bad	good	okay		strong recovery|favorable matchup	beta:rogue bird	yes	2026-02-05
Playtest 1000 - Rogue Box	v1 Meta Soup	Rocket's Honchkrow	loss	unknown	okay	good	good	matchup knowledge|supporter drought		beta:rogue bird	yes	2026-02-06
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	win	unknown	good	good	good		strong recovery|favorable matchup	beta:control map	yes	2026-02-07
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	win	second	okay	great	good		strong recovery|key tech mattered	beta:control map	yes	2026-02-08
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	win	second	good	good	good		strong recovery|key tech mattered	beta:control map	yes	2026-02-09
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	win	second	okay	good	great		strong recovery|key tech mattered	beta:control map	yes	2026-02-10
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	loss	unknown	bad	good	good	item lock|supporter drought		beta:control map	yes	2026-02-11
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	loss	second	okay	bad	good	item lock|poor prize trade		beta:control map	yes	2026-02-12
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	loss	second	okay	good	great	item lock|tempo loss		beta:control map	yes	2026-02-13
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	loss	second	good	okay	good	item lock|missed setup		beta:control map	yes	2026-02-14
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	tie	unknown	great	great	good		strong recovery	beta:control map	yes	2026-02-15
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Slowking	tie	second	great	bad	good			beta:control map	yes	2026-02-16
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	win	second	good	okay	good		good prize plan|favorable matchup	beta:lock tax	yes	2026-02-17
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	first	okay	great	okay	item lock|supporter drought		beta:lock tax	yes	2026-02-18
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	second	okay	good	okay	item lock|supporter drought		beta:lock tax	yes	2026-02-19
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	first	great	great	okay	item lock|supporter drought		beta:lock tax	yes	2026-02-20
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	second	great	bad	good	item lock|supporter drought		beta:lock tax	yes	2026-02-21
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	first	okay	okay	good	item lock|supporter drought		beta:lock tax	yes	2026-02-22
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	second	okay	okay	bad	item lock|supporter drought		beta:lock tax	yes	2026-02-23
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	first	good	bad	bad	item lock|supporter drought		beta:lock tax	yes	2026-02-24
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	loss	second	good	good	good	item lock|supporter drought		beta:lock tax	yes	2026-02-25
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Charizard ex	tie	first	great	okay	okay	supporter drought		beta:lock tax	yes	2026-02-26
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	win	unknown	great	good	good		strong recovery|favorable matchup	beta:slow prison	yes	2026-02-27
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	win	second	bad	good	good		strong recovery|key tech mattered	beta:slow prison	yes	2026-02-28
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	win	second	great	good	bad		strong recovery|favorable matchup	beta:slow prison	yes	2026-03-01
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	loss	second	okay	okay	good	item lock|tempo loss		beta:slow prison	yes	2026-03-02
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	loss	second	okay	great	great	item lock|tempo loss		beta:slow prison	yes	2026-03-03
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	loss	unknown	okay	good	good	item lock|tempo loss		beta:slow prison	yes	2026-03-04
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	loss	second	good	okay	good	item lock|tempo loss		beta:slow prison	yes	2026-03-05
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	loss	second	bad	okay	okay	item lock|tempo loss		beta:slow prison	yes	2026-03-06
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	tie	second	bad	bad	good			beta:slow prison	yes	2026-03-07
Playtest 1000 - Control Counterlab	v1 Counter Package	Dragapult	tie	second	good	good	good	tempo loss		beta:slow prison	yes	2026-03-08
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	win	unknown	good	good	great		strong setup|strong recovery	beta:lock loop	yes	2026-03-09
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	win	second	great	bad	okay		strong setup|favorable matchup	beta:lock loop	yes	2026-03-10
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	win	second	bad	great	good		strong setup|strong recovery	beta:lock loop	yes	2026-03-11
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	loss	second	good	bad	okay	item lock|supporter drought		beta:lock loop	yes	2026-03-12
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	loss	unknown	okay	bad	bad	item lock|missed setup		beta:lock loop	yes	2026-03-13
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	loss	second	great	bad	okay	item lock|tempo loss		beta:lock loop	yes	2026-03-14
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	loss	second	good	okay	good	item lock|supporter drought		beta:lock loop	yes	2026-03-15
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	loss	second	okay	okay	good	item lock|poor prize trade		beta:lock loop	yes	2026-03-16
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	tie	unknown	good	okay	good	tempo loss		beta:lock loop	yes	2026-03-17
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Mega Greninja	tie	second	okay	okay	okay		strong recovery	beta:lock loop	yes	2026-03-18
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	unknown	good	great	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-19
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	second	good	good	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-20
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	first	great	okay	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-21
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	second	good	okay	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-22
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	first	great	good	great		key tech mattered|strong recovery	beta:resource line	yes	2026-03-23
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	second	okay	great	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-24
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	unknown	good	good	good		key tech mattered|strong recovery	beta:resource line	yes	2026-03-25
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	second	good	bad	great		key tech mattered|strong recovery	beta:resource line	yes	2026-03-26
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	win	first	good	bad	bad		key tech mattered|strong recovery	beta:resource line	yes	2026-03-27
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	loss	second	okay	okay	good	tempo loss		beta:resource line	yes	2026-03-28
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	loss	first	okay	okay	okay	tempo loss|poor prize trade		beta:resource line	yes	2026-03-29
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	loss	second	okay	okay	okay	tempo loss|supporter drought		beta:resource line	yes	2026-03-30
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	loss	unknown	okay	great	bad	tempo loss		beta:resource line	yes	2026-03-31
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	tie	second	good	good	great		good prize plan	beta:resource line	yes	2026-04-01
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Slowking	tie	first	good	good	bad	supporter drought		beta:resource line	yes	2026-04-02
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	unknown	bad	bad	okay		key tech mattered|strong recovery	beta:trade loop	yes	2026-04-03
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	second	good	good	great		key tech mattered|strong recovery	beta:trade loop	yes	2026-04-04
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	first	okay	okay	good		key tech mattered|favorable matchup	beta:trade loop	yes	2026-04-05
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	second	bad	good	great		key tech mattered	beta:trade loop	yes	2026-04-06
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	first	great	good	great		key tech mattered|strong recovery	beta:trade loop	yes	2026-04-07
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	unknown	good	good	great		key tech mattered|favorable matchup	beta:trade loop	yes	2026-04-08
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	first	bad	great	good		key tech mattered|strong recovery	beta:trade loop	yes	2026-04-09
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	win	second	great	good	good		key tech mattered	beta:trade loop	yes	2026-04-10
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	loss	first	good	good	okay	poor prize trade|tempo loss		beta:trade loop	yes	2026-04-11
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	loss	second	great	okay	okay	poor prize trade|supporter drought		beta:trade loop	yes	2026-04-12
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	loss	unknown	bad	okay	bad	poor prize trade		beta:trade loop	yes	2026-04-13
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	loss	second	good	okay	good	poor prize trade|missed setup		beta:trade loop	yes	2026-04-14
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	tie	first	okay	good	good	tempo loss		beta:trade loop	yes	2026-04-15
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	tie	second	good	good	good	supporter drought	strong recovery	beta:trade loop	yes	2026-04-16
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Dragapult	tie	first	good	great	great			beta:trade loop	yes	2026-04-17
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	win	unknown	okay	great	okay		strong recovery|key tech mattered	beta:thin opener	yes	2026-04-18
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	win	second	good	great	great		strong recovery|key tech mattered	beta:thin opener	yes	2026-04-19
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	win	first	bad	bad	bad		strong recovery|favorable matchup	beta:thin opener	yes	2026-04-20
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	win	second	good	great	good		strong recovery|key tech mattered	beta:thin opener	yes	2026-04-21
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	loss	unknown	bad	okay	okay	supporter drought|poor prize trade		beta:thin opener	yes	2026-04-22
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	loss	second	great	okay	good	supporter drought		beta:thin opener	yes	2026-04-23
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	loss	first	okay	okay	okay	supporter drought		beta:thin opener	yes	2026-04-24
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	loss	second	okay	great	okay	supporter drought		beta:thin opener	yes	2026-04-25
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	tie	unknown	okay	okay	good	supporter drought	good prize plan	beta:thin opener	yes	2026-04-26
Playtest 1000 - Gardevoir Refinement	v1 Baseline	N's Zoroark	tie	second	good	good	okay			beta:thin opener	yes	2026-04-27
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	second	great	bad	good		key tech mattered|favorable matchup	beta:grass pivot	yes	2026-04-28
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	second	good	okay	bad		key tech mattered|strong recovery	beta:grass pivot	yes	2026-04-29
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	first	great	good	great		key tech mattered	beta:grass pivot	yes	2026-04-30
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	second	good	okay	okay		key tech mattered|favorable matchup	beta:grass pivot	yes	2026-05-01
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	first	great	bad	great		key tech mattered	beta:grass pivot	yes	2026-05-02
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	win	second	good	bad	okay		key tech mattered|favorable matchup	beta:grass pivot	yes	2026-05-03
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	loss	second	great	bad	okay	bench pressure|supporter drought		beta:grass pivot	yes	2026-05-04
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	loss	second	good	good	good	bench pressure|supporter drought		beta:grass pivot	yes	2026-05-05
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	tie	first	okay	okay	okay		strong recovery	beta:grass pivot	yes	2026-05-06
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Ogerpon Meganium Hydrapple	tie	second	bad	good	good	supporter drought	good prize plan	beta:grass pivot	yes	2026-05-07
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	unknown	good	great	good		good prize plan|favorable matchup	beta:fairy check	yes	2026-05-08
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	second	great	good	okay		good prize plan|strong recovery	beta:fairy check	yes	2026-05-09
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	first	okay	good	good		good prize plan|key tech mattered	beta:fairy check	yes	2026-05-10
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	second	good	okay	good		good prize plan|strong recovery	beta:fairy check	yes	2026-05-11
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	first	good	good	good		good prize plan|key tech mattered	beta:fairy check	yes	2026-05-12
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	unknown	great	good	good		good prize plan|key tech mattered	beta:fairy check	yes	2026-05-13
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	win	first	good	great	good		good prize plan|key tech mattered	beta:fairy check	yes	2026-05-14
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	loss	second	good	bad	good	matchup knowledge|supporter drought		beta:fairy check	yes	2026-05-15
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	loss	first	good	bad	good	matchup knowledge|poor prize trade		beta:fairy check	yes	2026-05-16
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Lillie's Clefairy	tie	second	good	good	good	tempo loss	good prize plan	beta:fairy check	yes	2026-05-17
Playtest 1000 - Experimental Turbo	v2 Trimmed	Slowking	win	unknown	great	bad	okay		strong setup|strong recovery	beta:weird line	yes	2026-05-18
Playtest 1000 - Experimental Turbo	v2 Trimmed	Slowking	tie	unknown	great	good	bad	tempo loss		beta:weird line	yes	2026-05-19
Playtest 1000 - Experimental Turbo	v2 Trimmed	Slowking	loss	unknown	great	bad	okay	matchup knowledge|tempo loss		beta:weird line	yes	2026-05-20
Playtest 1000 - Experimental Turbo	v2 Trimmed	Slowking	loss	unknown	good	great	great	matchup knowledge|supporter drought		beta:weird line	yes	2026-05-21
Playtest 1000 - Experimental Turbo	v2 Trimmed	Slowking	loss	unknown	bad	good	bad	matchup knowledge|poor prize trade		beta:weird line	yes	2026-05-22
Playtest 1000 - Experimental Turbo	v2 Trimmed	Rocket's Honchkrow	loss	unknown	bad	great	bad	matchup knowledge|tempo loss		beta:bird scare	yes	2026-05-23
Playtest 1000 - Experimental Turbo	v2 Trimmed	Rocket's Honchkrow	tie	second	great	great	okay	tempo loss		beta:bird scare	yes	2026-05-24
Playtest 1000 - Experimental Turbo	v2 Trimmed	Rocket's Honchkrow	win	unknown	good	okay	good		key tech mattered|favorable matchup	beta:bird scare	yes	2026-05-25
Playtest 1000 - Experimental Turbo	v2 Trimmed	Rocket's Honchkrow	loss	second	bad	bad	bad	matchup knowledge|supporter drought		beta:bird scare	yes	2026-05-26
Playtest 1000 - Experimental Turbo	v2 Trimmed	Rocket's Honchkrow	loss	unknown	great	bad	great	matchup knowledge|poor prize trade		beta:bird scare	yes	2026-05-27
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	unknown	okay	good	okay		clean sequencing|favorable matchup	beta:slow lane	yes	2026-05-28
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	second	good	good	bad		clean sequencing|favorable matchup	beta:slow lane	yes	2026-05-29
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	first	okay	good	good		clean sequencing|key tech mattered	beta:slow lane	yes	2026-05-30
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	second	great	good	great		clean sequencing|key tech mattered	beta:slow lane	yes	2026-05-31
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	first	okay	bad	good		clean sequencing|favorable matchup	beta:slow lane	yes	2026-06-01
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	unknown	okay	bad	great		clean sequencing|key tech mattered	beta:slow lane	yes	2026-06-02
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	first	great	great	great		clean sequencing|favorable matchup	beta:slow lane	yes	2026-06-03
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	win	second	great	okay	good		clean sequencing|favorable matchup	beta:slow lane	yes	2026-06-04
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	first	bad	okay	okay	missed setup|bad sequencing		beta:slow lane	yes	2026-06-05
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	second	bad	good	great	missed setup|bad sequencing		beta:slow lane	yes	2026-06-06
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	unknown	good	bad	good	missed setup|bad sequencing		beta:slow lane	yes	2026-01-18
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	second	okay	good	good	missed setup|bad sequencing		beta:slow lane	yes	2026-01-19
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	first	okay	bad	good	missed setup|bad sequencing		beta:slow lane	yes	2026-01-20
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	second	okay	great	great	missed setup|bad sequencing		beta:slow lane	yes	2026-01-21
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	first	bad	okay	great	missed setup|bad sequencing		beta:slow lane	yes	2026-01-22
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	loss	unknown	bad	okay	great	missed setup|bad sequencing		beta:slow lane	yes	2026-01-23
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	tie	first	great	great	good	supporter drought	strong recovery	beta:slow lane	yes	2026-01-24
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	tie	second	good	great	good		good prize plan	beta:slow lane	yes	2026-01-25
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	tie	first	okay	good	good	tempo loss		beta:slow lane	yes	2026-01-26
Playtest 1000 - Slowking Grid	v1 Baseline	Dragapult	tie	second	okay	great	great	supporter drought		beta:slow lane	yes	2026-01-27
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	unknown	good	good	good		strong recovery|key tech mattered	beta:slow candy	yes	2026-01-28
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	second	great	great	good		strong recovery	beta:slow candy	yes	2026-01-29
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	first	good	okay	okay		strong recovery|key tech mattered	beta:slow candy	yes	2026-01-30
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	second	okay	bad	good		strong recovery	beta:slow candy	yes	2026-01-31
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	first	good	bad	great		strong recovery|key tech mattered	beta:slow candy	yes	2026-02-01
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	second	great	okay	good		strong recovery|favorable matchup	beta:slow candy	yes	2026-02-02
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	unknown	good	great	great		strong recovery	beta:slow candy	yes	2026-02-03
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	second	good	okay	good		strong recovery|favorable matchup	beta:slow candy	yes	2026-02-04
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	first	bad	good	good		strong recovery|key tech mattered	beta:slow candy	yes	2026-02-05
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	win	second	okay	bad	good		strong recovery|favorable matchup	beta:slow candy	yes	2026-02-06
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	first	okay	okay	great	missed setup|poor prize trade		beta:slow candy	yes	2026-02-07
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	second	okay	good	good	missed setup|supporter drought		beta:slow candy	yes	2026-02-08
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	unknown	good	good	okay	missed setup|tempo loss		beta:slow candy	yes	2026-02-09
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	second	good	great	okay	missed setup|tempo loss		beta:slow candy	yes	2026-02-10
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	first	okay	okay	good	missed setup		beta:slow candy	yes	2026-02-11
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	loss	second	bad	bad	good	missed setup|tempo loss		beta:slow candy	yes	2026-02-12
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	tie	first	good	good	good		strong recovery	beta:slow candy	yes	2026-02-13
Playtest 1000 - Slowking Grid	v2 Candy Balance	Mega Greninja	tie	second	great	great	good	tempo loss	good prize plan	beta:slow candy	yes	2026-02-14
